id,en,fr,de,pt-BR,zh-CN
message_deprintFieldActive,Поле де-печати активно,Champ de déimpression actif,Deprint-Feld aktiv,Campo de Desimpressão Ativo,反打印场已激活
message_ducklingProtocol,Запущен протокол утёнка,Protocole caneton initié,Entchen-Protokoll eingeleitet,Protocolo Patinho Iniciado,雏鸭协议已启动
message_elevatorAccessGranted,Доступ к лифту разрешён,Accès à l’ascenseur autorisé,Zugang zum Aufzug gewährt,Acesso ao elevador concedido,电梯访问已授权
message_elevatorAccessRestricted,Доступ к лифту ограничен,Accès à l’ascenseur restreint,Zugang zum Aufzug beschränkt,Acesso ao elevador restrito,电梯访问受限
message_emergencyAccessGranted,Экстренный доступ для техобслуживания разрешён,Accès d'urgence pour la maintenance accordé,Notfallzugang für Wartungsarbeiten gewährt,Acesso de emergência para manutenção concedido,已授予维护紧急访问权限
message_energySufficient,Готов к передаче энергии,Prêt à lancer le transfert de puissance,Bereit zur Einleitung der Stromübertragung,Pronto para iniciar transferência de energia,准备启动能量传输
message_gymnasticsMain,Необязательные испытания для ловких,Défis optionnels pour les plus agiles,Optionale Herausforderungen für agile Leute,Desafios opcionais para quem tem boa agilidade,为身手敏捷者准备的额外挑战
message_gymnasticsTitle,Гимнастический тест,Test de gymnastique,Gymnastikprüfung,Teste de ginástica,体能测试
message_hFieldActive,Поле Гейзенберга активно,Champ de Heisenberg actif,Heisenberg-Feld aktiv,Campo de Heisenberg ativo,海森堡场已激活
message_hFieldDeactivated,Поле Гейзенберга отключено,Champ de Heisenberg désactivé,Heisenberg-Feld deaktiviert,Campo de Heisenberg desativado,海森堡场已停用
message_insufficientEnergy,Недостаточно энергии для передачи,Énergie insuffisante pour le transfert,Unzureichende Energie für die Übertragung,Energia insuficiente para transferência,能量不足，无法传输
message_intro_location,Место :<waitfor=0.5><BR>    Окраина города,Lieu : <waitfor=0.5><BR> Périphérie de la ville,Lage: <waitfor=0.5><BR> Stadtrand,Localização :<waitfor=0.5><BR> Arredores da cidade,地点：<waitfor=0.5><BR>城市郊区
message_intro_mission,Миссия :<waitfor=0.5><BR>    Проникнуть в $facility_formal,Mission : <waitfor=0.5><BR> Infiltrer le $facility_formal,Mission: <waitfor=0.5><BR> Infiltriere die $facility_formal,Missão:<waitfor=0.5><BR> Infiltrar-se na $facility_formal,任务：<waitfor=0.5><BR>渗透$facility_formal
message_intro_objective,Цель :<waitfor=0.5><BR>    Украсть компромат из компьютерной сети,Objectif : <waitfor=0.5><BR> Voler des preuves incriminantes sur un réseau informatique,Zielsetzung: <waitfor=0.5><BR> Diebstahl belastenden Beweismaterials aus dem Computernetzwerk,Objetivo :<waitfor=0.5><BR> Roubar provas incriminatórias da rede de computadores,目标：<waitfor=0.5><BR>从计算机网络中窃取犯罪证据
message_intro_status,Статус :<waitfor=1.5><BR>    Всё идёт наперекосяк…,Statut : <waitfor=1.5><BR> Pas terrible...,Status: <waitfor=1.5><BR> Schiefgelaufen…,Estado :<waitfor=1.5><BR> Deu tudo errado...,状态：<waitfor=1.5><BR>彻底翻车……
message_intro_susanline,"«Чисто, Шеф!»",« La voie est libre, Chef ! »,Die Luft ist rein, Boss!,“Área livre, chefe!”,“安全了，老大！”
message_intro_time,Время :<waitfor=0.5><BR>    00:13,Heure : <waitfor=0.5><BR> 00:13,Zeit: <waitfor=0.5><BR> 00:13,Tempo :<waitfor=0.5><BR> 00:13,时间：<waitfor=0.5><BR>00:13
message_landOwners,"Создано на традиционной земле<BR>народа Юггера, Квинсленд,
<BR>и народа Вурунджери Вой-вуррунг, Виктория.",Créé sur la terre traditionnelle <BR>du peuple Yuggera, dans le Queensland
  <BR>et le peuple Wurundjeri Woi-wurrung, Victoria.,Kreiert auf dem traditionellen Land des<BR>Yuggera-Volkes, Queensland <BR>und des Wurundjeri Woi-wurrung-Volkes, Victoria.,Criado na terra tradicional do<BR>povo Yuggera, Queensland
  <BR>e do povo Wurundjeri Woi-wurrung, Victoria.,本项目创作于以下原住民传统领地：<BR>昆士兰州的Yuggera族领地，<BR>以及维多利亚州的Wurundjeri Woi-wurrung族领地。
message_lastCheckpoint,Последняя контрольная точка,Ton dernier point de sauvegarde était,Dein letzter Speicherpunkt war,Último Ponto de Salvamento,上一个检查点
message_legalese,Благодарим за участие в этом эксперименте.<br>Вы согласились отказаться от права на судебный иск против Flagrante Johan в случае катастрофического экзистенциального парадокса.<br>Удачи!,Merci de participer à cette expérience.<br>Nous vous informons que vous renoncez à vos droits d'intenter une action en justice contre Flagrante Johan en cas de paradoxe existentiel cataclysmique.<br>Bonne chance !,Vielen Dank für Ihre Teilnahme an diesem Experiment.<br>Sie haben zugestimmt, auf Ihr Recht zu verzichten, im Falle eines katastrophalen existenziellen Paradoxons rechtliche Schritte gegen Flagranti-Johann einzuleiten.<br>Viel Glück!,Obrigado por participar deste experimento.<br>Você concordou em renunciar ao direito de ação legal contra Flagrante Johan em caso de paradoxos existenciais catastróficos.<br>Boa sorte!,感谢你参与本次实验。<br>你已同意在发生灾难级悖论事件的情况下，放弃对福约公司提起法律诉讼的权利。<br>祝你好运！
message_loading,Загрузка...,Chargement en cours...,Lädt...,Carregando...,正在加载……
message_otherTests,Продолжайте к другим тестовым зонам.<br>   <----,Continuez vers d’autres zones de test.<br> <----,Weiter zu den anderen Testbereichen.<br> <----,Continue para outras áreas de teste.<br> <----,前往其他测试区域。<br><----
message_pairSwitch,Доступ требует одновременного нажатия двух кнопок,L'accès nécessite une interaction par pression simultanée sur un bouton,Der Zugang erfordert eine gleichzeitige Tastenbetätigung,O acesso requer interação simultânea com botões,访问需要同时按下按钮进行交互
message_passKeyRequired,Нужен ключ-пропуск,Clé d’accès requise,Du brauchst einen Passkey,Chave de acesso necessária,需要通行密钥
message_phaseGatesActive,Фазовые врата активны,Portes de phase actives,Phasengatter aktiv,Portais de fase ativos,相位门已激活
message_phaseGatesActiveMain,Активны положительные и отрицательные фазовые врата,Portes de phase positive et négative actives,Aktive positive und negative Phasengatter,Portais de fase positiva e negativa ativos,正负相位门已激活
message_phaseGatesDeactivated,Фазовые врата отключены,Portes de phase désactivées,Phasengatter deaktiviert,Portais de fase desativados,相位门已停用
message_phaseGatesDeactivatedMain,"Встаньте на нажимные пластины, чтобы активировать фазовые врата",Marchez sur les capteurs de pression pour activer les portails de phase,Stell dich auf die Druck-Pads, um die Phasengatter zu aktivieren.,Fique sobre as placas de pressão para ativar os portais de fase,站在压力板上以激活相位门
message_powerFlow0,Поток энергии ничтожный,Flux d'énergie négligeable,Geringer Stromfluss,Fluxo de energia desprezível,能量流动极低
message_powerFlow1,Поток энергии приемлемый,Flux d'énergie acceptable,Ausreichender Stromfluss,Fluxo de energia aceitável,能量流动正常
message_powerFlow2,Поток энергии высокий,Flux d'énergie élevé,Hoher Stromfluss,Fluxo de energia alto,能量流动较高
message_powerFlow3,Поток энергии критический,Flux d'énergie critique,Kritischer Stromfluss,Fluxo de energia crítico,能量流动临界
message_powerFlow4,Поток энергии ОПАСНЫЙ,Flux d'énergie DANGEREUX,GEFÄHRLICHER Stromfluss,Fluxo de energia PERIGOSO,能量流动危险
message_powerLevel,Уровень энергии,Niveau d'énergie,Leistungsstufe,Nível de energia,能量等级
message_powerLow,Энергия НИЗКАЯ,Énergie FAIBLE,NIEDRIGE Leistung,Energia BAIXA,能量低
message_powerMax,Энергия МАКС.,Énergie MAXIMUM,MAXIMALE Leistung,Energia MÁXIMA,能量最大
message_prefsSaved,Сохранение настроек...,Enregistrement des préférences...,Einstellungen speichern...,Salvando preferências...,正在保存偏好设置……
message_problemSolvingBody,"Используйте навыки решения задач, чтобы пройти дальше",Utilisez vos capacités de résolution de problèmes pour progresser,Bitte setz deine Problemlösungs-fähigkeiten ein, um voranzukommen.,Use suas habilidades de resolução de problemas para avançar,开动脑筋，找到前进的方法
message_problemSolvingTitle,Базовая компетентность,Compétence de base,Grundkompetenz,Competência básica,基础能力
message_proceedTo,Проследуйте в,Aller à,Geh zu,Prossiga para,前往
message_proceedToLevel2,Проследуйте в $desOrientation,Rendez-vous à $desOrientation,Geh bitte zu $desOrientation,Por favor, prossiga para $desOrientation,请前往$desOrientation
message_proceedToTests,Проследуйте в тестовые помещения,Rendez-vous dans les salles d’essai,Geh zu den Testräumen,Prossiga para as Salas de Teste,前往测试室
message_processing,Обработка...,Traitement...,Wird bearbeitet...,Processando...,处理中……
message_progressSaved,Сохранение прогресса...,Enregistrement en cours...,Fortschritt wird gespeichert...,Salvando o progresso...,正在保存进度……
message_quitToDesktop,Выйти на рабочий стол?,Quitter vers le bureau ?,Zu Desktop wechseln?,Sair para Área de trabalho?,退出到桌面？
message_quitToMainMenu,Выйти в главное меню?,Quitter vers le menu principal ?,Zum Hauptmenü wechseln?,Sair para Menu principal?,退出到主菜单？
message_registerWithCheckpoint,Зарегистрируйтесь у этой контрольной точки перед продолжением,Inscrivez-vous à ce point de contrôle avant de continuer,Bitte melde dich an diesem Speicherpunkt an, bevor du weitermachst.,Registre-se neste ponto de salvamento antes de continuar,请先在此检查点记录再继续
message_resetSettings,Сбросить все настройки?,Réinitialiser tous les paramètres ?,Alle Einstellungen zurücksetzen?,Redefinir todas as configurações?,重置所有设置？
message_resetSettingsBody,Вернуть все настройки к стандартным значениям?,Rétablir tous les paramètres à leurs valeurs par défaut ?,Alle Einstellungen wieder auf ihre Standardeinstellungen setzen?,Restaurar todas as configurações para os padrões?,将所有设置恢复为默认值？
message_returnPlatformActivated,Возвратная платформа активирована.,Plateforme de retour activée.,Rückkehrplattform aktiviert.,Plataforma de retorno ativada.,返回平台已激活。
message_returnPlatformPairSwitchActivate,"Используйте парные переключатели, чтобы активировать возвратную платформу.",Synchronisez les interrupteurs pour activer la plateforme de retour.,Benutz die gekoppelten Schalter, um die Rückkehrplattform zu aktivieren.,Use interruptores duplos para ativar a plataforma de retorno.,使用成对开关以激活返回平台。
